Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Amari Murry,,,,,,,
Project,AM-PVP L- Carbon disulfide-Cyclohexane-1,2dichlorobenzene-Xylene,,,,,,
Reactor1,14.9 mg/ml PVP L in  Carbon disulfide,,,,,,,
Reactor2,14.9 mg/ml PVP L in Cyclohexane,,,,,,,
Reactor3,15.1 mg/ml PVP L in 1,2dichlorobenzene,,,,,,
Reactor4,15.1 mg/ml PVP L in Xylene,,,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,MW 14K,,,,,,,
polymer_ids,PVP L:32,,,,,,,
solvent_ids,Carbon disulfide:30,Cyclohexane:32,"1,2dichlorobenzene:39",Xylene:38,,,,
Start of Experiment,11/17/23 13:12,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,D,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,17, sec,,,,
Tune,,,,,,,,
Stir (Bottom) at,900, rpm,,,,,,
11/18/23 1:48,12:36:25,16.7,16.6,100,52,99,100,0
11/18/23 1:48,12:36:26,16.7,16.6,100,52,99,100,0
11/18/23 1:48,12:36:27,16.7,16.6,100,52,99,100,0
11/18/23 1:48,12:36:28,16.8,16.7,100,52,100,100,0
11/18/23 1:49,12:36:33,16.8,16.7,100,52,100,100,0
11/18/23 1:49,12:36:34,16.8,16.7,100,52,100,100,0
11/18/23 1:49,12:36:37,16.8,16.7,100,52,100,100,0
11/18/23 1:49,12:36:38,16.8,16.8,100,52,100,100,0
11/18/23 1:49,12:36:39,16.8,16.7,100,52,100,100,0
11/18/23 1:49,12:36:40,16.8,16.7,100,52,100,100,0
11/18/23 1:49,12:36:41,16.9,16.8,100,52,100,100,0
11/18/23 1:49,12:36:50,16.9,16.8,100,52,100,100,0
11/18/23 1:49,12:36:51,16.9,16.9,100,52,100,100,0
11/18/23 1:49,12:36:53,17,16.9,100,52,100,100,0
11/18/23 1:49,12:37:01,17,16.9,100,52,100,100,0
11/18/23 1:49,12:37:02,17,17,100,52,100,100,0
11/18/23 1:49,12:37:05,17.1,17,100,52,100,100,0
11/18/23 1:49,12:37:06,17.1,17,100,52,100,100,0
11/18/23 1:49,12:37:07,17.1,17,100,52,94,100,0
11/18/23 1:49,12:37:08,17.1,17,100,52,100,100,0
11/18/23 1:49,12:37:13,17.1,17,100,52,100,100,0
11/18/23 1:49,12:37:14,17.1,17.1,100,52,100,100,0
11/18/23 1:49,12:37:16,17.2,17.1,100,52,100,100,0
11/18/23 1:49,12:37:25,17.2,17.1,100,52,100,100,0
11/18/23 1:49,12:37:26,17.2,17.2,100,52,100,100,0
11/18/23 1:49,12:37:28,17.3,17.2,100,52,100,100,0
11/18/23 1:50,12:37:34,17.3,17.2,100,52,100,100,0
11/18/23 1:50,12:37:35,17.3,17.2,100,52,100,100,0
11/18/23 1:50,12:37:37,17.3,17.2,100,52,100,100,0
11/18/23 1:50,12:37:38,17.3,17.2,100,52,100,100,0
11/18/23 1:50,12:37:39,17.3,17.3,100,52,100,100,0
11/18/23 1:50,12:37:40,17.4,17.3,100,52,100,100,0
11/18/23 1:50,12:37:42,17.4,17.3,100,52,100,100,0
11/18/23 1:50,12:37:43,17.4,17.3,100,52,100,100,0
11/18/23 1:50,12:37:44,17.4,17.3,100,52,100,100,0
11/18/23 1:50,12:37:45,17.4,17.3,100,52,100,100,0
11/18/23 1:50,12:37:49,17.4,17.3,100,52,100,100,0
11/18/23 1:50,12:37:50,17.4,17.4,100,52,100,100,0
11/18/23 1:50,12:37:52,17.5,17.4,100,52,100,100,0
11/18/23 1:50,12:38:03,17.5,17.4,100,52,100,100,0
11/18/23 1:50,12:38:04,17.5,17.5,100,52,100,100,0
11/18/23 1:50,12:38:05,17.6,17.5,100,52,100,100,0
11/18/23 1:50,12:38:15,17.6,17.5,100,52,100,100,0
11/18/23 1:50,12:38:16,17.6,17.6,100,52,100,100,0
11/18/23 1:50,12:38:17,17.7,17.6,100,52,100,100,0
11/18/23 1:50,12:38:26,17.7,17.6,100,52,100,100,0
11/18/23 1:50,12:38:27,17.7,17.7,100,52,100,100,0
11/18/23 1:51,12:38:29,17.8,17.7,100,52,100,100,0
11/18/23 1:51,12:38:37,17.8,17.7,100,52,100,100,0
11/18/23 1:51,12:38:38,17.8,17.8,100,52,100,100,0
11/18/23 1:51,12:38:40,17.9,17.8,100,52,100,100,0
11/18/23 1:51,12:38:47,17.9,17.8,100,52,100,100,0
11/18/23 1:51,12:38:48,17.9,17.8,100,52,100,100,0
11/18/23 1:51,12:38:49,17.9,17.8,100,52,100,100,0
11/18/23 1:51,12:38:50,17.9,17.9,100,52,100,100,0
11/18/23 1:51,12:38:52,18,17.9,100,52,100,100,0
11/18/23 1:51,12:38:57,18,17.9,100,52,100,100,0
11/18/23 1:51,12:38:58,18,17.9,100,52,100,100,0
11/18/23 1:51,12:39:01,18,17.9,100,52,100,100,0
11/18/23 1:51,12:39:02,18,18,100,52,100,100,0
11/18/23 1:51,12:39:03,18,18,100,52,100,100,0
11/18/23 1:51,12:39:04,18.1,18,100,52,99,100,0
11/18/23 1:51,12:39:05,18.1,18,100,52,98,100,0
11/18/23 1:51,12:39:08,18.1,18,100,52,98,100,0
11/18/23 1:51,12:39:09,18.1,18,100,52,97,100,0
11/18/23 1:51,12:39:10,18.1,18,100,52,96,100,0
11/18/23 1:51,12:39:11,18.1,18,100,52,96,100,0
11/18/23 1:51,12:39:12,18.1,18,100,52,95,100,0
11/18/23 1:51,12:39:13,18.1,18,100,52,95,100,0
11/18/23 1:51,12:39:15,18.1,18.1,100,52,94,100,0
11/18/23 1:51,12:39:16,18.1,18.1,100,52,94,100,0
11/18/23 1:51,12:39:17,18.2,18.1,100,52,94,100,0
11/18/23 1:51,12:39:18,18.2,18.1,100,52,94,100,0
11/18/23 1:51,12:39:19,18.2,18.1,100,52,94,100,0
11/18/23 1:51,12:39:20,18.2,18.1,100,52,93,100,0
11/18/23 1:51,12:39:23,18.2,18.1,100,52,93,100,0
11/18/23 1:51,12:39:25,18.2,18.1,100,52,93,100,0
11/18/23 1:51,12:39:26,18.2,18.1,100,52,93,100,0
11/18/23 1:51,12:39:27,18.2,18.2,100,52,93,100,0
11/18/23 1:52,12:39:29,18.3,18.2,100,52,93,100,0
11/18/23 1:52,12:39:30,18.3,18.2,100,52,93,100,0
11/18/23 1:52,12:39:31,18.3,18.2,100,52,93,100,0
11/18/23 1:52,12:39:32,18.3,18.2,100,52,92,100,0
11/18/23 1:52,12:39:34,18.3,18.2,100,52,92,100,0
11/18/23 1:52,12:39:35,18.3,18.2,100,52,92,100,0
11/18/23 1:52,12:39:37,18.3,18.2,100,52,92,100,0
11/18/23 1:52,12:39:38,18.3,18.3,100,52,92,100,0
11/18/23 1:52,12:39:41,18.4,18.3,100,52,92,100,0
11/18/23 1:52,12:39:42,18.4,18.3,100,52,91,100,0
11/18/23 1:52,12:39:44,18.4,18.3,100,52,91,100,0
11/18/23 1:52,12:39:45,18.4,18.3,100,52,91,100,0
11/18/23 1:52,12:39:47,18.4,18.3,100,52,91,100,0
11/18/23 1:52,12:39:48,18.4,18.3,100,52,92,100,0
11/18/23 1:52,12:39:49,18.4,18.4,100,52,92,100,0
11/18/23 1:52,12:39:50,18.4,18.4,100,52,92,100,0
11/18/23 1:52,12:39:52,18.5,18.4,100,52,92,100,0
11/18/23 1:52,12:39:53,18.5,18.4,100,52,92,100,0
11/18/23 1:52,12:39:54,18.5,18.4,100,52,93,100,0
11/18/23 1:52,12:39:56,18.5,18.4,100,52,93,100,0
11/18/23 1:52,12:40:00,18.5,18.4,100,52,93,100,0
11/18/23 1:52,12:40:01,18.5,18.5,100,52,93,100,0
11/18/23 1:52,12:40:04,18.6,18.5,100,52,93,100,0
11/18/23 1:52,12:40:05,18.6,18.5,100,52,93,100,0
11/18/23 1:52,12:40:06,18.6,18.5,100,52,93,100,0
11/18/23 1:52,12:40:07,18.6,18.5,100,52,93,100,0
11/18/23 1:52,12:40:10,18.6,18.5,100,52,93,100,0
11/18/23 1:52,12:40:11,18.6,18.5,100,52,93,100,0
11/18/23 1:52,12:40:12,18.6,18.5,100,52,93,100,0
11/18/23 1:52,12:40:13,18.6,18.6,100,52,93,100,0
11/18/23 1:52,12:40:14,18.6,18.5,100,52,93,100,0
11/18/23 1:52,12:40:15,18.6,18.6,100,52,93,100,0
11/18/23 1:52,12:40:16,18.7,18.6,100,52,93,100,0
11/18/23 1:52,12:40:19,18.7,18.6,100,52,93,100,0
11/18/23 1:52,12:40:20,18.7,18.6,100,52,93,100,0
11/18/23 1:52,12:40:25,18.7,18.6,100,52,93,100,0
11/18/23 1:52,12:40:26,18.7,18.7,100,52,93,100,0
11/18/23 1:52,12:40:27,18.7,18.7,100,52,93,100,0
11/18/23 1:52,12:40:28,18.8,18.7,100,52,93,100,0
11/18/23 1:53,12:40:29,18.8,18.7,100,52,93,100,0
11/18/23 1:53,12:40:30,18.8,18.7,100,52,93,100,0
11/18/23 1:53,12:40:33,18.8,18.7,100,52,93,100,0
11/18/23 1:53,12:40:34,18.8,18.7,100,52,93,100,0
11/18/23 1:53,12:40:36,18.8,18.7,100,52,93,100,0
11/18/23 1:53,12:40:37,18.8,18.7,100,52,93,100,0
11/18/23 1:53,12:40:38,18.8,18.8,100,52,93,100,0
11/18/23 1:53,12:40:39,18.8,18.8,100,52,93,100,0
11/18/23 1:53,12:40:40,18.8,18.8,100,52,93,100,0
11/18/23 1:53,12:40:41,18.9,18.8,100,52,93,100,0
11/18/23 1:53,12:40:44,18.9,18.8,100,52,93,100,0
11/18/23 1:53,12:40:45,18.9,18.8,100,52,93,100,0
11/18/23 1:53,12:40:48,18.9,18.8,100,52,93,100,0
11/18/23 1:53,12:40:49,18.9,18.8,100,52,93,100,0
11/18/23 1:53,12:40:50,18.9,18.8,100,52,93,100,0
11/18/23 1:53,12:40:51,18.9,18.9,100,52,93,100,0
11/18/23 1:53,12:40:53,19,18.9,100,52,93,100,0
11/18/23 1:53,12:40:57,19,18.9,100,52,93,100,0
11/18/23 1:53,12:40:58,19,18.9,100,52,93,100,0
11/18/23 1:53,12:40:59,19,18.9,100,52,93,100,0
11/18/23 1:53,12:41:01,19,18.9,100,52,93,100,0
11/18/23 1:53,12:41:02,19,19,100,52,93,100,0
11/18/23 1:53,12:41:03,19,19,100,52,93,100,0
11/18/23 1:53,12:41:04,19.1,19,100,52,93,100,0
11/18/23 1:53,12:41:12,19.1,19,100,52,93,100,0
11/18/23 1:53,12:41:13,19.1,19.1,100,52,93,100,0
11/18/23 1:53,12:41:16,19.2,19.1,100,52,93,100,0
11/18/23 1:53,12:41:24,19.2,19.1,100,52,93,100,0
11/18/23 1:53,12:41:25,19.2,19.1,100,52,93,100,0
11/18/23 1:53,12:41:26,19.2,19.2,100,52,93,100,0
11/18/23 1:53,12:41:28,19.3,19.2,100,52,93,100,0
11/18/23 1:54,12:41:36,19.3,19.2,100,52,93,100,0
11/18/23 1:54,12:41:37,19.3,19.3,100,52,93,100,0
11/18/23 1:54,12:41:38,19.3,19.2,100,52,93,100,0
11/18/23 1:54,12:41:39,19.3,19.3,100,52,93,100,0
11/18/23 1:54,12:41:40,19.4,19.3,100,52,93,100,0
11/18/23 1:54,12:41:48,19.4,19.3,100,52,93,100,0
11/18/23 1:54,12:41:50,19.4,19.4,100,52,93,100,0
11/18/23 1:54,12:41:53,19.5,19.4,100,52,93,100,0
11/18/23 1:54,12:41:58,19.5,19.4,100,52,93,100,0
11/18/23 1:54,12:41:59,19.5,19.4,100,52,93,100,0
11/18/23 1:54,12:42:01,19.5,19.4,100,52,93,100,0
11/18/23 1:54,12:42:02,19.5,19.5,100,52,94,100,0
11/18/23 1:54,12:42:03,19.5,19.5,100,52,94,100,0
11/18/23 1:54,12:42:05,19.6,19.5,100,52,94,100,0
11/18/23 1:54,12:42:06,19.6,19.5,100,52,94,100,0
11/18/23 1:54,12:42:07,19.6,19.5,100,52,94,100,0
11/18/23 1:54,12:42:09,19.6,19.5,100,52,94,100,0
11/18/23 1:54,12:42:10,19.6,19.5,100,52,94,100,0
11/18/23 1:54,12:42:13,19.6,19.5,100,52,94,100,0
11/18/23 1:54,12:42:14,19.6,19.6,100,52,94,100,0
11/18/23 1:54,12:42:15,19.6,19.6,100,52,94,100,0
11/18/23 1:54,12:42:16,19.7,19.6,100,52,94,100,0
11/18/23 1:54,12:42:19,19.7,19.6,100,52,94,100,0
11/18/23 1:54,12:42:20,19.7,19.6,100,52,94,100,0
11/18/23 1:54,12:42:24,19.7,19.6,100,52,94,100,0
11/18/23 1:54,12:42:25,19.7,19.7,100,52,94,100,0
11/18/23 1:54,12:42:26,19.7,19.7,100,52,95,100,0
11/18/23 1:54,12:42:28,19.8,19.7,100,52,95,100,0
11/18/23 1:55,12:42:29,19.8,19.7,100,52,96,100,0
11/18/23 1:55,12:42:30,19.8,19.7,100,52,97,100,0
11/18/23 1:55,12:42:31,19.8,19.7,100,52,97,100,0
11/18/23 1:55,12:42:32,19.8,19.7,100,52,98,100,0
11/18/23 1:55,12:42:33,19.8,19.7,100,52,98,100,0
11/18/23 1:55,12:42:34,19.8,19.7,100,52,99,100,0
11/18/23 1:55,12:42:36,19.8,19.7,100,52,99,100,0
11/18/23 1:55,12:42:37,19.8,19.8,100,52,99,100,0
11/18/23 1:55,12:42:38,19.8,19.8,100,52,100,100,0
11/18/23 1:55,12:42:39,19.8,19.8,100,52,100,100,0
11/18/23 1:55,12:42:40,19.9,19.8,100,52,100,100,0
11/18/23 1:55,12:42:41,19.9,19.8,100,52,100,100,0
11/18/23 1:55,12:42:42,19.9,19.8,100,52,100,100,0
11/18/23 1:55,12:42:43,19.9,19.8,100,52,100,100,0
11/18/23 1:55,12:42:44,19.9,19.8,100,52,100,100,0
11/18/23 1:55,12:42:48,19.9,19.8,100,52,100,100,0
11/18/23 1:55,12:42:49,19.9,19.9,100,52,100,100,0
11/18/23 1:55,12:42:52,20,19.9,100,52,100,100,0
11/18/23 1:55,12:42:55,20,19.9,100,52,100,100,0
11/18/23 1:55,12:42:56,20,19.9,100,52,100,100,0
11/18/23 1:55,12:42:57,20,19.9,100,52,100,100,0
11/18/23 1:55,12:43:01,20,19.9,100,52,100,100,0
11/18/23 1:55,12:43:02,20,20,100,52,100,100,0
11/18/23 1:55,12:43:03,20,20,100,52,100,100,0
11/18/23 1:55,12:43:05,20.1,20,100,52,100,100,0
11/18/23 1:55,12:43:06,20.1,20,100,52,100,100,0
11/18/23 1:55,12:43:08,20.1,20,100,52,100,100,0
11/18/23 1:55,12:43:09,20.1,20,100,52,100,100,0
11/18/23 1:55,12:43:12,20.1,20,100,52,100,100,0
11/18/23 1:55,12:43:13,20.1,20.1,100,52,100,100,0
11/18/23 1:55,12:43:14,20.1,20.1,100,52,100,100,0
11/18/23 1:55,12:43:17,20.2,20.1,100,52,100,100,0
11/18/23 1:55,12:43:19,20.2,20.1,100,52,100,100,0
11/18/23 1:55,12:43:21,20.2,20.1,100,52,100,100,0
11/18/23 1:55,12:43:22,20.2,20.1,100,52,100,100,0
11/18/23 1:55,12:43:24,20.2,20.1,100,52,100,100,0
11/18/23 1:55,12:43:25,20.2,20.2,100,52,100,100,0
11/18/23 1:55,12:43:27,20.2,20.2,100,52,100,100,0
11/18/23 1:55,12:43:28,20.3,20.2,100,52,100,100,0
11/18/23 1:56,12:43:32,20.3,20.2,100,52,100,100,0
11/18/23 1:56,12:43:33,20.3,20.2,100,52,100,100,0
11/18/23 1:56,12:43:34,20.3,20.2,100,52,100,100,0
11/18/23 1:56,12:43:35,20.3,20.2,100,52,100,100,0
11/18/23 1:56,12:43:36,20.3,20.2,100,52,100,100,0
11/18/23 1:56,12:43:37,20.3,20.3,100,52,100,100,0
11/18/23 1:56,12:43:38,20.3,20.3,100,52,100,100,0
11/18/23 1:56,12:43:40,20.4,20.3,100,52,100,100,0
11/18/23 1:56,12:43:42,20.4,20.3,100,52,100,100,0
11/18/23 1:56,12:43:45,20.4,20.3,100,52,100,100,0
11/18/23 1:56,12:43:46,20.4,20.3,100,52,100,100,0
11/18/23 1:56,12:43:47,20.4,20.3,100,52,100,100,0
11/18/23 1:56,12:43:48,20.4,20.4,100,52,100,100,0
11/18/23 1:56,12:43:49,20.4,20.3,100,52,100,100,0
11/18/23 1:56,12:43:50,20.4,20.4,100,52,100,100,0
11/18/23 1:56,12:43:51,20.4,20.4,100,52,100,100,0
11/18/23 1:56,12:43:52,20.5,20.4,100,52,100,100,0
11/18/23 1:56,12:43:55,20.5,20.4,100,52,100,100,0
11/18/23 1:56,12:43:58,20.5,20.4,100,52,100,100,0
11/18/23 1:56,12:43:59,20.5,20.4,100,52,100,100,0
11/18/23 1:56,12:44:00,20.5,20.4,100,52,100,100,0
11/18/23 1:56,12:44:01,20.5,20.5,100,52,100,100,0
11/18/23 1:56,12:44:04,20.6,20.5,100,52,100,100,0
11/18/23 1:56,12:44:05,20.6,20.5,100,52,100,100,0
11/18/23 1:56,12:44:11,20.6,20.5,100,52,100,100,0
11/18/23 1:56,12:44:12,20.6,20.6,100,52,100,100,0
11/18/23 1:56,12:44:13,20.6,20.5,100,52,100,100,0
11/18/23 1:56,12:44:14,20.6,20.6,100,52,100,100,0
11/18/23 1:56,12:44:15,20.6,20.6,100,52,100,100,0
11/18/23 1:56,12:44:16,20.7,20.6,100,52,100,100,0
11/18/23 1:56,12:44:17,20.7,20.6,100,52,100,100,0
11/18/23 1:56,12:44:18,20.7,20.6,100,52,100,100,0
11/18/23 1:56,12:44:22,20.7,20.6,100,52,100,100,0
11/18/23 1:56,12:44:23,20.7,20.6,100,52,100,100,0
11/18/23 1:56,12:44:24,20.7,20.6,100,52,100,100,0
11/18/23 1:56,12:44:25,20.7,20.7,100,52,100,100,0
11/18/23 1:56,12:44:29,20.8,20.7,100,52,100,100,0
11/18/23 1:57,12:44:30,20.8,20.7,100,52,100,100,0
11/18/23 1:57,12:44:31,20.8,20.7,100,52,100,100,0
11/18/23 1:57,12:44:37,20.8,20.7,100,52,100,100,0
11/18/23 1:57,12:44:38,20.8,20.8,100,52,100,100,0
11/18/23 1:57,12:44:40,20.9,20.8,100,52,100,100,0
11/18/23 1:57,12:44:41,20.9,20.8,100,52,100,100,0
11/18/23 1:57,12:44:42,20.9,20.8,100,52,100,100,0
11/18/23 1:57,12:44:47,20.9,20.8,100,52,100,100,0
11/18/23 1:57,12:44:48,20.9,20.8,100,52,100,100,0
11/18/23 1:57,12:44:49,20.9,20.9,100,52,100,100,0
11/18/23 1:57,12:44:52,21,20.9,100,52,100,100,0
11/18/23 1:57,12:44:59,21,20.9,100,52,100,100,0
11/18/23 1:57,12:45:00,21,21,100,52,100,100,0
11/18/23 1:57,12:45:01,21,21,100,52,100,100,0
11/18/23 1:57,12:45:02,21,20.9,100,52,100,100,0
11/18/23 1:57,12:45:03,21,21,100,52,100,100,0
11/18/23 1:57,12:45:04,21.1,21,100,52,100,100,0
11/18/23 1:57,12:45:11,21.1,21,100,52,100,100,0
11/18/23 1:57,12:45:12,21.1,21.1,100,52,100,100,0
11/18/23 1:57,12:45:15,21.1,21.1,100,52,100,100,0
11/18/23 1:57,12:45:16,21.2,21.1,100,52,100,100,0
11/18/23 1:57,12:45:25,21.2,21.1,100,52,100,100,0
11/18/23 1:57,12:45:26,21.2,21.2,100,52,100,100,0
11/18/23 1:57,12:45:28,21.3,21.2,100,52,100,100,0
11/18/23 1:58,12:45:37,21.3,21.2,100,52,100,100,0
11/18/23 1:58,12:45:38,21.3,21.3,100,52,100,100,0
11/18/23 1:58,12:45:40,21.4,21.3,100,52,100,100,0
11/18/23 1:58,12:45:50,21.4,21.3,100,52,100,100,0
11/18/23 1:58,12:45:51,21.5,21.4,100,52,100,100,0
11/18/23 1:58,12:46:01,21.5,21.4,100,52,100,100,0
11/18/23 1:58,12:46:02,21.5,21.5,100,52,100,100,0
11/18/23 1:58,12:46:04,21.6,21.5,100,52,100,100,0
11/18/23 1:58,12:46:16,21.7,21.5,100,52,100,100,0
11/18/23 1:58,12:46:17,21.7,21.5,100,52,100,100,0
11/18/23 1:58,12:46:18,21.7,21.6,100,52,100,100,0
11/18/23 1:58,12:46:28,21.8,21.6,100,52,100,100,0
11/18/23 1:59,12:46:30,21.8,21.6,100,52,100,100,0
11/18/23 1:59,12:46:31,21.8,21.7,100,52,100,100,0
11/18/23 1:59,12:46:32,21.8,21.7,100,52,100,100,0
11/18/23 1:59,12:46:34,21.8,21.7,100,52,100,100,0
11/18/23 1:59,12:46:35,21.8,21.7,100,52,100,100,0
11/18/23 1:59,12:46:37,21.8,21.7,100,52,100,100,0
11/18/23 1:59,12:46:38,21.8,21.7,100,52,100,100,0
11/18/23 1:59,12:46:39,21.8,21.7,100,52,100,100,0
11/18/23 1:59,12:46:40,21.9,21.7,100,52,100,100,0
11/18/23 1:59,12:46:41,21.9,21.7,100,52,100,100,0
11/18/23 1:59,12:46:42,21.9,21.7,100,52,100,100,0
11/18/23 1:59,12:46:43,21.9,21.8,100,52,100,100,0
11/18/23 1:59,12:46:49,21.9,21.8,100,52,100,100,0
11/18/23 1:59,12:46:50,21.9,21.8,100,52,100,100,0
11/18/23 1:59,12:46:51,21.9,21.8,100,52,100,100,0
11/18/23 1:59,12:46:52,22,21.9,100,52,100,100,0
11/18/23 1:59,12:46:55,22,21.9,100,52,100,100,0
11/18/23 1:59,12:46:57,22,21.9,100,52,100,100,0
11/18/23 1:59,12:46:59,22,21.9,100,52,100,100,0
11/18/23 1:59,12:47:01,22,21.9,100,52,100,100,0
11/18/23 1:59,12:47:02,22,21.9,100,52,100,100,0
11/18/23 1:59,12:47:03,22,21.9,100,52,100,100,0
11/18/23 1:59,12:47:04,22.1,21.9,100,52,100,100,0
11/18/23 1:59,12:47:05,22.1,21.9,100,52,100,100,0
11/18/23 1:59,12:47:06,22.1,22,100,52,100,100,0
11/18/23 1:59,12:47:08,22.1,22,100,52,100,100,0
11/18/23 1:59,12:47:09,22.1,22,100,52,100,100,0
11/18/23 1:59,12:47:10,22.1,22,100,52,100,100,0
11/18/23 1:59,12:47:11,22.1,22.1,100,52,100,100,0
11/18/23 1:59,12:47:12,22.1,22,100,52,100,100,0
11/18/23 1:59,12:47:13,22.1,22,100,52,100,100,0
11/18/23 1:59,12:47:14,22.1,22.1,100,52,100,100,0
11/18/23 1:59,12:47:16,22.2,22,100,52,100,100,0
11/18/23 1:59,12:47:17,22.2,22.1,100,52,100,100,0
11/18/23 1:59,12:47:19,22.2,22.1,100,52,100,100,0
11/18/23 1:59,12:47:21,22.2,22.1,100,52,100,100,0
11/18/23 1:59,12:47:25,22.2,22.1,100,52,100,100,0
11/18/23 1:59,12:47:26,22.2,22.1,100,52,100,100,0
11/18/23 1:59,12:47:28,22.3,22.1,100,52,100,100,0
11/18/23 2:00,12:47:30,22.3,22.1,100,52,100,100,0
11/18/23 2:00,12:47:31,22.3,22.2,100,52,100,100,0
11/18/23 2:00,12:47:32,22.3,22.2,100,51,100,100,0
11/18/23 2:00,12:47:33,22.3,22.2,100,51,100,100,0
11/18/23 2:00,12:47:34,22.3,22.2,100,51,100,100,0
11/18/23 2:00,12:47:35,22.3,22.2,100,51,100,100,0
11/18/23 2:00,12:47:36,22.3,22.3,100,51,100,100,0
11/18/23 2:00,12:47:39,22.3,22.3,100,51,100,100,0
11/18/23 2:00,12:47:40,22.4,22.3,100,51,100,100,0
11/18/23 2:00,12:47:41,22.4,22.3,100,51,100,100,0
11/18/23 2:00,12:47:42,22.4,22.3,100,51,100,100,0
11/18/23 2:00,12:47:47,22.4,22.3,100,51,100,100,0
11/18/23 2:00,12:47:48,22.4,22.4,100,51,100,100,0
11/18/23 2:00,12:47:49,22.4,22.4,100,51,100,100,0
11/18/23 2:00,12:47:50,22.4,22.4,100,51,100,100,0
11/18/23 2:00,12:47:51,22.4,22.4,100,51,100,100,0
11/18/23 2:00,12:47:52,22.5,22.3,100,51,100,100,0
11/18/23 2:00,12:47:53,22.5,22.4,100,51,100,100,0
11/18/23 2:00,12:47:54,22.5,22.4,100,51,100,100,0
11/18/23 2:00,12:47:55,22.5,22.4,100,51,100,100,0
11/18/23 2:00,12:47:56,22.5,22.4,100,51,100,100,0
11/18/23 2:00,12:47:57,22.5,22.4,100,51,100,100,0
11/18/23 2:00,12:47:58,22.5,22.4,100,51,100,100,0
11/18/23 2:00,12:47:59,22.5,22.4,100,51,100,100,0
11/18/23 2:00,12:48:00,22.5,22.5,100,51,100,100,0
11/18/23 2:00,12:48:01,22.5,22.4,100,51,100,100,0
11/18/23 2:00,12:48:02,22.5,22.5,100,51,100,100,0
11/18/23 2:00,12:48:03,22.5,22.4,100,51,100,100,0
11/18/23 2:00,12:48:04,22.6,22.5,100,51,100,100,0
11/18/23 2:00,12:48:05,22.6,22.4,100,51,100,100,0
11/18/23 2:00,12:48:06,22.6,22.5,100,51,100,100,0
11/18/23 2:00,12:48:09,22.6,22.5,100,51,100,100,0
11/18/23 2:00,12:48:10,22.6,22.5,100,51,100,100,0
11/18/23 2:00,12:48:11,22.6,22.6,100,51,100,100,0
11/18/23 2:00,12:48:12,22.6,22.6,100,51,100,100,0
11/18/23 2:00,12:48:13,22.6,22.6,100,51,100,100,0
11/18/23 2:00,12:48:14,22.6,22.6,100,51,100,100,0
11/18/23 2:00,12:48:15,22.6,22.6,100,51,100,100,0
11/18/23 2:00,12:48:16,22.7,22.5,100,51,100,100,0
11/18/23 2:00,12:48:17,22.7,22.5,100,51,100,100,0
11/18/23 2:00,12:48:18,22.7,22.6,100,51,100,100,0
11/18/23 2:00,12:48:19,22.7,22.6,100,51,100,100,0
11/18/23 2:00,12:48:21,22.7,22.6,100,51,100,100,0
11/18/23 2:00,12:48:22,22.7,22.7,100,51,100,100,0
11/18/23 2:00,12:48:24,22.7,22.7,100,51,100,100,0
11/18/23 2:00,12:48:25,22.7,22.7,100,51,100,100,0
11/18/23 2:00,12:48:26,22.7,22.7,100,51,100,100,0
11/18/23 2:00,12:48:27,22.8,22.7,100,51,100,100,0
11/18/23 2:01,12:48:29,22.8,22.7,100,51,100,100,0
11/18/23 2:01,12:48:33,22.8,22.7,100,51,100,100,0
11/18/23 2:01,12:48:34,22.8,22.8,100,51,100,100,0
11/18/23 2:01,12:48:35,22.8,22.8,100,51,100,100,0
11/18/23 2:01,12:48:36,22.8,22.8,100,51,100,100,0
11/18/23 2:01,12:48:39,22.8,22.8,100,51,100,100,0
11/18/23 2:01,12:48:40,22.9,22.8,100,51,100,100,0
11/18/23 2:01,12:48:44,22.9,22.8,100,51,100,100,0
11/18/23 2:01,12:48:45,22.9,22.8,100,51,100,100,0
11/18/23 2:01,12:48:46,22.9,22.8,100,51,100,100,0
11/18/23 2:01,12:48:47,22.9,22.9,100,51,100,100,0
11/18/23 2:01,12:48:48,22.9,22.9,100,51,100,100,0
11/18/23 2:01,12:48:52,23,22.9,100,51,100,100,0
11/18/23 2:01,12:48:53,23,22.9,100,51,100,100,0
11/18/23 2:01,12:48:54,23,22.9,100,51,100,100,0
11/18/23 2:01,12:48:55,23,22.9,100,51,100,100,0
11/18/23 2:01,12:48:56,23,22.9,100,51,100,100,0
11/18/23 2:01,12:48:57,23,22.9,100,51,100,100,0
11/18/23 2:01,12:48:58,23,23,100,51,100,100,0
11/18/23 2:01,12:48:59,23,23,100,51,100,100,0
11/18/23 2:01,12:49:01,23,23,100,51,100,100,0
11/18/23 2:01,12:49:03,23,23,100,51,100,100,0
11/18/23 2:01,12:49:04,23.1,23,100,51,100,100,0
11/18/23 2:01,12:49:05,23.1,23,100,51,100,100,0
